Gene stable ID	Gene name
ENSG00000033800	PIAS1
ENSG00000035403	VCL
ENSG00000035928	RFC1
ENSG00000036257	CUL3
ENSG00000038945	MSR1
ENSG00000039068	CDH1
ENSG00000040341	STAU2
ENSG00000040608	RTN4R
ENSG00000041357	PSMA4
ENSG00000041982	TNC
ENSG00000042286	AIFM2
ENSG00000043462	LCP2
ENSG00000044090	CUL7
ENSG00000044446	PHKA2
ENSG00000044574	HSPA5
ENSG00000046604	DSG2
ENSG00000046653	GPM6B
ENSG00000047249	ATP6V1H
ENSG00000047849	MAP4
ENSG00000047932	GOPC
ENSG00000048052	HDAC9
ENSG00000048649	RSF1
ENSG00000049245	VAMP3
ENSG00000049449	RCN1
ENSG00000051180	RAD51
ENSG00000051382	PIK3CB
ENSG00000054219	LY75
ENSG00000055130	CUL1
ENSG00000055208	TAB2
ENSG00000055332	EIF2AK2
ENSG00000056558	TRAF1
ENSG00000057593	F7
ENSG00000057663	ATG5
ENSG00000058262	SEC61A1
ENSG00000059588	TARBP1
ENSG00000060069	CTDP1
ENSG00000061273	HDAC7
ENSG00000062650	WAPAL
ENSG00000062725	APPBP2
ENSG00000062822	POLD1
ENSG00000063046	EIF4B
ENSG00000063177	RPL18
ENSG00000063245	EPN1
ENSG00000063978	RNF4
ENSG00000064012	CASP8
ENSG00000064300	NGFR
ENSG00000064313	TAF2
ENSG00000064393	HIPK2
ENSG00000064419	TNPO3
ENSG00000064703	DDX20
ENSG00000064995	TAF11
ENSG00000065000	AP3D1
ENSG00000065150	IPO5
ENSG00000065243	PKN2
ENSG00000065427	KARS
ENSG00000065526	SPEN
ENSG00000065559	MAP2K4
ENSG00000065675	PRKCQ
ENSG00000065717	TLE2
ENSG00000065883	CDK13
ENSG00000065978	YBX1
ENSG00000066044	ELAVL1
ENSG00000067066	SP100
ENSG00000067177	PHKA1
ENSG00000067182	TNFRSF1A
ENSG00000067225	PKM
ENSG00000067248	DHX29
ENSG00000067369	TP53BP1
ENSG00000067560	RHOA
ENSG00000068001	HYAL2
ENSG00000068024	HDAC4
ENSG00000068079	IFI35
ENSG00000069011	PITX1
ENSG00000069275	NUCKS1
ENSG00000069329	VPS35
ENSG00000069702	TGFBR3
ENSG00000069869	NEDD4
ENSG00000069966	GNB5
ENSG00000069974	RAB27A
ENSG00000070159	PTPN3
ENSG00000070756	PABPC1
ENSG00000070770	CSNK2A2
ENSG00000070785	EIF2B3
ENSG00000070831	CDC42
ENSG00000070950	RAD18
ENSG00000071794	HLTF
ENSG00000072062	PRKACA
ENSG00000072110	ACTN1
ENSG00000072201	LNX1
ENSG00000072274	TFRC
ENSG00000072364	AFF4
ENSG00000072401	UBE2D1
ENSG00000072415	MPP5
ENSG00000072736	NFATC3
ENSG00000072803	FBXW11
ENSG00000072958	AP1M1
ENSG00000073008	PVR
ENSG00000073009	IKBKG
ENSG00000073050	XRCC1
ENSG00000073060	SCARB1
ENSG00000073111	MCM2
ENSG00000073282	TP63
ENSG00000073584	SMARCE1
ENSG00000073756	PTGS2
ENSG00000074047	GLI2
ENSG00000074181	NOTCH3
ENSG00000074266	EED
ENSG00000074319	TSG101
ENSG00000074660	SCARF1
ENSG00000074695	LMAN1
ENSG00000074696	PTPLAD1
ENSG00000074800	ENO1
ENSG00000075131	TIPIN
ENSG00000075142	SRI
ENSG00000075391	RASAL2
ENSG00000075624	ACTB
ENSG00000075711	DLG1
ENSG00000075785	RAB7A
ENSG00000075856	SART3
ENSG00000076201	PTPN23
ENSG00000076242	MLH1
ENSG00000076248	UNG
ENSG00000076554	TPD52
ENSG00000076662	ICAM3
ENSG00000076984	MAP2K7
ENSG00000077092	RARB
ENSG00000077150	NFKB2
ENSG00000077232	DNAJC10
ENSG00000077264	PAK3
ENSG00000077312	SNRPA
ENSG00000077782	FGFR1
ENSG00000077942	FBLN1
ENSG00000078018	MAP2
ENSG00000078043	PIAS2
ENSG00000078081	LAMP3
ENSG00000078098	FAP
ENSG00000078142	PIK3C3
ENSG00000078668	VDAC3
ENSG00000078674	PCM1
ENSG00000078747	ITCH
ENSG00000078900	TP73
ENSG00000079246	XRCC5
ENSG00000079385	CEACAM1
ENSG00000079387	SENP1
ENSG00000079616	KIF22
ENSG00000079785	DDX1
ENSG00000079999	KEAP1
ENSG00000080298	RFX3
ENSG00000080503	SMARCA2
ENSG00000080603	SRCAP
ENSG00000080824	HSP90AA1
ENSG00000080839	RBL1
ENSG00000081026	MAGI3
ENSG00000081237	PTPRC
ENSG00000082175	PGR
ENSG00000082258	CCNT2
ENSG00000082512	TRAF5
ENSG00000082516	GEMIN5
ENSG00000082701	GSK3B
ENSG00000082781	ITGB5
ENSG00000082805	ERC1
ENSG00000082898	XPO1
ENSG00000083312	TNPO1
ENSG00000083454	P2RX5
ENSG00000083799	CYLD
ENSG00000083845	RPS5
ENSG00000084072	PPIE
ENSG00000084093	REST
ENSG00000084207	GSTP1
ENSG00000084652	TXLNA
ENSG00000084674	APOB
ENSG00000084676	NCOA1
ENSG00000084764	MAPRE3
ENSG00000084774	CAD
ENSG00000085063	CD59
ENSG00000085117	CD82
ENSG00000085224	ATRX
ENSG00000085265	FCN1
ENSG00000085514	PILRA
ENSG00000085840	ORC1
ENSG00000086015	MAST2
ENSG00000086061	DNAJA1
ENSG00000086102	NFX1
ENSG00000086548	CEACAM6
ENSG00000087074	PPP1R15A
ENSG00000087086	FTL
ENSG00000087088	BAX
ENSG00000087191	PSMC5
ENSG00000087258	GNAO1
ENSG00000087302	C14orf166
ENSG00000087365	SF3B2
ENSG00000087510	TFAP2C
ENSG00000088179	PTPN4
ENSG00000088247	KHSRP
ENSG00000088305	DNMT3B
ENSG00000088827	SIGLEC1
ENSG00000088832	FKBP1A
ENSG00000088888	MAVS
ENSG00000088986	DYNLL1
ENSG00000089009	RPL6
ENSG00000089127	OAS1
ENSG00000089159	PXN
ENSG00000089220	PEBP1
ENSG00000089234	BRAP
ENSG00000089248	ERP29
ENSG00000089280	FUS
ENSG00000089737	DDX24
ENSG00000089902	RCOR1
ENSG00000090061	CCNK
ENSG00000090339	ICAM1
ENSG00000090382	LYZ
ENSG00000090520	DNAJB11
ENSG00000090659	CD209
ENSG00000090889	KIF4A
ENSG00000091583	APOH
ENSG00000091592	NLRP1
ENSG00000091831	ESR1
ENSG00000092051	JPH4
ENSG00000092098	RNF31
ENSG00000092199	HNRNPC
ENSG00000092208	GEMIN2
ENSG00000092445	TYRO3
ENSG00000092820	EZR
ENSG00000092853	CLSPN
ENSG00000094631	HDAC6
ENSG00000094804	CDC6
ENSG00000094916	CBX5
ENSG00000095002	MSH2
ENSG00000095015	MAP3K1
ENSG00000095794	CREM
ENSG00000095951	HIVEP1
ENSG00000096060	FKBP5
ENSG00000096063	SRPK1
ENSG00000096264	NCR2
ENSG00000096384	HSP90AB1
ENSG00000096717	SIRT1
ENSG00000096968	JAK2
ENSG00000097007	ABL1
ENSG00000099139	PCSK5
ENSG00000099246	RAB18
ENSG00000099250	NRP1
ENSG00000099381	SETD1A
ENSG00000099617	EFNA2
ENSG00000099783	HNRNPM
ENSG00000099804	CDC34
ENSG00000099817	POLR2E
ENSG00000099917	MED15
ENSG00000099940	SNAP29
ENSG00000099942	CRKL
ENSG00000099956	SMARCB1
ENSG00000100023	PPIL2
ENSG00000100030	MAPK1
ENSG00000100097	LGALS1
ENSG00000100105	PATZ1
ENSG00000100129	EIF3L
ENSG00000100151	PICK1
ENSG00000100201	DDX17
ENSG00000100242	SUN2
ENSG00000100280	AP1B1
ENSG00000100290	BIK
ENSG00000100296	THOC5
ENSG00000100297	MCM5
ENSG00000100298	APOBEC3H
ENSG00000100324	TAB1
ENSG00000100353	EIF3D
ENSG00000100387	RBX1
ENSG00000100393	EP300
ENSG00000100448	CTSG
ENSG00000100450	GZMH
ENSG00000100453	GZMB
ENSG00000100462	PRMT5
ENSG00000100519	PSMC6
ENSG00000100567	PSMA3
ENSG00000100591	AHSA1
ENSG00000100603	SNW1
ENSG00000100614	PPM1A
ENSG00000100644	HIF1A
ENSG00000100650	SRSF5
ENSG00000100652	SLC10A1
ENSG00000100697	DICER1
ENSG00000100764	PSMC1
ENSG00000100804	PSMB5
ENSG00000100811	YY1
ENSG00000100823	APEX1
ENSG00000100865	CINP
ENSG00000100906	NFKBIA
ENSG00000100983	GSS
ENSG00000101057	MYBL2
ENSG00000101096	NFATC2
ENSG00000101146	RAE1
ENSG00000101182	PSMA7
ENSG00000101197	BIRC7
ENSG00000101199	ARFGAP1
ENSG00000101266	CSNK2A1
ENSG00000101336	HCK
ENSG00000101347	SAMHD1
ENSG00000101361	NOP56
ENSG00000101412	E2F1
ENSG00000101421	CHMP4B
ENSG00000101439	CST3
ENSG00000101473	ACOT8
ENSG00000101558	VAPA
ENSG00000101680	LAMA1
ENSG00000101695	RNF125
ENSG00000101773	RBBP8
ENSG00000101811	CSTF2
ENSG00000101868	POLA1
ENSG00000101916	TLR8
ENSG00000101945	SUV39H1
ENSG00000101981	F9
ENSG00000102007	PLP2
ENSG00000102010	BMX
ENSG00000102024	PLS3
ENSG00000102030	NAA10
ENSG00000102119	EMD
ENSG00000102125	TAZ
ENSG00000102145	GATA1
ENSG00000102225	CDK16
ENSG00000102226	USP11
ENSG00000102241	HTATSF1
ENSG00000102317	RBM3
ENSG00000102468	HTR2A
ENSG00000102606	ARHGEF7
ENSG00000102699	PARP4
ENSG00000102753	KPNA3
ENSG00000102871	TRADD
ENSG00000102882	MAPK3
ENSG00000102893	PHKB
ENSG00000102908	NFAT5
ENSG00000102970	CCL17
ENSG00000102974	CTCF
ENSG00000103043	VAC14
ENSG00000103168	TAF1C
ENSG00000103194	USP10
ENSG00000103197	TSC2
ENSG00000103275	UBE2I
ENSG00000103423	DNAJA3
ENSG00000103479	RBL2
ENSG00000103490	PYCARD
ENSG00000103507	BCKDK
ENSG00000103653	CSK
ENSG00000103769	RAB11A
ENSG00000103966	EHD4
ENSG00000104064	GABPB1
ENSG00000104067	TJP1
ENSG00000104312	RIPK2
ENSG00000104320	NBN
ENSG00000104365	IKBKB
ENSG00000104368	PLAT
ENSG00000104408	EIF3E
ENSG00000104419	NDRG1
ENSG00000104517	UBR5
ENSG00000104529	EEF1D
ENSG00000104689	TNFRSF10A
ENSG00000104722	NEFM
ENSG00000104738	MCM4
ENSG00000104765	BNIP3L
ENSG00000104774	MAN2B1
ENSG00000104825	NFKBIB
ENSG00000104852	SNRNP70
ENSG00000104856	RELB
ENSG00000104870	FCGRT
ENSG00000104881	PPP1R13L
ENSG00000104884	ERCC2
ENSG00000104938	CLEC4M
ENSG00000104969	SGTA
ENSG00000104973	MED25
ENSG00000105011	ASF1B
ENSG00000105085	MED26
ENSG00000105173	CCNE1
ENSG00000105193	RPS16
ENSG00000105202	FBL
ENSG00000105204	DYRK1B
ENSG00000105229	PIAS4
ENSG00000105281	SLC1A5
ENSG00000105323	HNRNPUL1
ENSG00000105327	BBC3
ENSG00000105355	PLIN3
ENSG00000105372	RPS19
ENSG00000105373	GLTSCR2
ENSG00000105397	TYK2
ENSG00000105401	CDC37
ENSG00000105404	RABAC1
ENSG00000105497	ZNF175
ENSG00000105499	PLA2G4C
ENSG00000105568	PPP2R1A
ENSG00000105613	MAST1
ENSG00000105639	JAK3
ENSG00000105640	RPL18A
ENSG00000105647	PIK3R2
ENSG00000105662	CRTC1
ENSG00000105695	MAG
ENSG00000105698	USF2
ENSG00000105707	HPN
ENSG00000105723	GSK3A
ENSG00000105810	CDK6
ENSG00000105855	ITGB8
ENSG00000105939	ZC3HAV1
ENSG00000105971	CAV2
ENSG00000105974	CAV1
ENSG00000105993	DNAJB6
ENSG00000106052	TAX1BP1
ENSG00000106105	GARS
ENSG00000106144	CASP2
ENSG00000106211	HSPB1
ENSG00000106263	EIF3B
ENSG00000106290	TAF6
ENSG00000106305	AIMP2
ENSG00000106459	NRF1
ENSG00000106462	EZH2
ENSG00000106546	AHR
ENSG00000106682	EIF4H
ENSG00000106799	TGFBR1
ENSG00000106927	AMBP
ENSG00000107175	CREB3
ENSG00000107186	MPDZ
ENSG00000107201	DDX58
ENSG00000107338	SHB
ENSG00000107485	GATA3
ENSG00000107566	ERLIN1
ENSG00000107581	EIF3A
ENSG00000107854	TNKS2
ENSG00000107862	GBF1
ENSG00000108055	SMC3
ENSG00000108094	CUL2
ENSG00000108306	FBXL20
ENSG00000108312	UBTF
ENSG00000108424	KPNB1
ENSG00000108465	CDK5RAP3
ENSG00000108518	PFN1
ENSG00000108561	C1QBP
ENSG00000108582	CPD
ENSG00000108654	DDX5
ENSG00000108691	CCL2
ENSG00000108702	CCL1
ENSG00000108753	HNF1B
ENSG00000108771	DHX58
ENSG00000108773	KAT2A
ENSG00000108840	HDAC5
ENSG00000108852	MPP2
ENSG00000108854	SMURF2
ENSG00000108947	EFNB3
ENSG00000108953	YWHAE
ENSG00000109111	SUPT6H
ENSG00000109184	DCUN1D4
ENSG00000109320	NFKB1
ENSG00000109458	GAB1
ENSG00000109606	DHX15
ENSG00000109670	FBXW7
ENSG00000109819	PPARGC1A
ENSG00000109846	CRYAB
ENSG00000109854	HTATIP2
ENSG00000109971	HSPA8
ENSG00000110048	OSBP
ENSG00000110075	PPP6R3
ENSG00000110092	CCND1
ENSG00000110104	CCDC86
ENSG00000110169	HPX
ENSG00000110321	EIF4G2
ENSG00000110324	IL10RA
ENSG00000110367	DDX6
ENSG00000110395	CBL
ENSG00000110400	PVRL1
ENSG00000110429	FBXO3
ENSG00000110651	CD81
ENSG00000110660	SLC35F2
ENSG00000110700	RPS13
ENSG00000110711	AIP
ENSG00000110713	NUP98
ENSG00000110768	GTF2H1
ENSG00000110777	POU2AF1
ENSG00000110852	CLEC2B
ENSG00000110876	SELPLG
ENSG00000111057	KRT18
ENSG00000111087	GLI1
ENSG00000111206	FOXM1
ENSG00000111269	CREBL2
ENSG00000111276	CDKN1B
ENSG00000111321	LTBR
ENSG00000111331	OAS3
ENSG00000111335	OAS2
ENSG00000111358	GTF2H3
ENSG00000111424	VDR
ENSG00000111530	CAND1
ENSG00000111537	IFNG
ENSG00000111602	TIMELESS
ENSG00000111605	CPSF6
ENSG00000111640	GAPDH
ENSG00000111642	CHD4
ENSG00000111653	ING4
ENSG00000111679	PTPN6
ENSG00000111701	APOBEC1
ENSG00000111727	HCFC2
ENSG00000111729	CLEC4A
ENSG00000111732	AICDA
ENSG00000111786	SRSF9
ENSG00000111802	TDP2
ENSG00000111859	NEDD9
ENSG00000111875	ASF1A
ENSG00000111880	RNGTT
ENSG00000111912	NCOA7
ENSG00000111981	ULBP1
ENSG00000112079	STK38
ENSG00000112081	SRSF3
ENSG00000112118	MCM3
ENSG00000112130	RNF8
ENSG00000112208	BAG2
ENSG00000112242	E2F3
ENSG00000112282	MED23
ENSG00000112486	CCR6
ENSG00000112559	MDFI
ENSG00000112576	CCND3
ENSG00000112592	TBP
ENSG00000112658	SRF
ENSG00000112739	PRPF4B
ENSG00000112855	HARS2
ENSG00000112984	KIF20A
ENSG00000113013	HSPA9
ENSG00000113249	HAVCR1
ENSG00000113263	ITK
ENSG00000113318	MSH3
ENSG00000113360	DROSHA
ENSG00000113368	LMNB1
ENSG00000113387	SUB1
ENSG00000113456	RAD1
ENSG00000113494	PRLR
ENSG00000113522	RAD50
ENSG00000113558	SKP1
ENSG00000113575	PPP2CA
ENSG00000113580	NR3C1
ENSG00000113595	TRIM23
ENSG00000113600	C9
ENSG00000113648	H2AFY
ENSG00000113649	TCERG1
ENSG00000113712	CSNK1A1
ENSG00000113721	PDGFRB
ENSG00000113916	BCL6
ENSG00000114013	CD86
ENSG00000114030	KPNA1
ENSG00000114062	UBE3A
ENSG00000114126	TFDP2
ENSG00000114127	XRN1
ENSG00000114166	KAT2B
ENSG00000114302	PRKAR2A
ENSG00000114331	ACAP2
ENSG00000114391	RPL24
ENSG00000114446	IFT57
ENSG00000114698	PLSCR4
ENSG00000114738	MAPKAPK3
ENSG00000114742	WDR48
ENSG00000114867	EIF4G1
ENSG00000114902	SPCS1
ENSG00000114978	MOB1A
ENSG00000115009	CCL20
ENSG00000115053	NCL
ENSG00000115085	ZAP70
ENSG00000115216	NRBP1
ENSG00000115221	ITGB6
ENSG00000115232	ITGA4
ENSG00000115234	SNX17
ENSG00000115267	IFIH1
ENSG00000115339	GALNT3
ENSG00000115380	EFEMP1
ENSG00000115414	FN1
ENSG00000115415	STAT1
ENSG00000115540	MOB4
ENSG00000115548	KDM3A
ENSG00000115604	IL18R1
ENSG00000115641	FHL2
ENSG00000115758	ODC1
ENSG00000115808	STRN
ENSG00000115816	CEBPZ
ENSG00000115866	DARS
ENSG00000115875	SRSF7
ENSG00000115884	SDC1
ENSG00000115902	SLC1A4
ENSG00000115942	ORC2
ENSG00000115947	ORC4
ENSG00000115966	ATF2
ENSG00000116001	TIA1
ENSG00000116017	ARID3A
ENSG00000116030	SUMO1
ENSG00000116031	CD207
ENSG00000116062	MSH6
ENSG00000116106	EPHA4
ENSG00000116273	PHF13
ENSG00000116350	SRSF4
ENSG00000116478	HDAC1
ENSG00000116560	SFPQ
ENSG00000116604	MEF2D
ENSG00000116661	FBXO2
ENSG00000116670	MAD2L2
ENSG00000116679	IVNS1ABP
ENSG00000116717	GADD45A
ENSG00000116809	ZBTB17
ENSG00000116833	NR5A2
ENSG00000117090	SLAMF1
ENSG00000117228	GBP1
ENSG00000117322	CR2
ENSG00000117335	CD46
ENSG00000117395	EBNA1BP2
ENSG00000117399	CDC20
ENSG00000117450	PRDX1
ENSG00000117479	SLC19A2
ENSG00000117569	PTBP2
ENSG00000117601	SERPINC1
ENSG00000117632	STMN1
ENSG00000117676	RPS6KA1
ENSG00000117707	PROX1
ENSG00000117748	RPA2
ENSG00000117906	RCN2
ENSG00000117983	MUC5B
ENSG00000118137	APOA1
ENSG00000118181	RPS25
ENSG00000118217	ATF6
ENSG00000118260	CREB1
ENSG00000118495	PLAGL1
ENSG00000118503	TNFAIP3
ENSG00000118513	MYB
ENSG00000118579	MED28
ENSG00000118689	FOXO3
ENSG00000118705	RPN2
ENSG00000118900	UBN1
ENSG00000118971	CCND2
ENSG00000119138	KLF9
ENSG00000119139	TJP2
ENSG00000119203	CPSF3
ENSG00000119335	SET
ENSG00000119383	PPP2R4
ENSG00000119414	PPP6C
ENSG00000119686	FLVCR2
ENSG00000119772	DNMT3A
ENSG00000119782	FKBP1B
ENSG00000119912	IDE
ENSG00000120053	GOT1
ENSG00000120149	MSX2
ENSG00000120265	PCMT1
ENSG00000120656	TAF12
ENSG00000120705	ETF1
ENSG00000120738	EGR1
ENSG00000120756	PLS1
ENSG00000120798	NR2C1
ENSG00000120837	NFYB
ENSG00000120885	CLU
ENSG00000120910	PPP3CC
ENSG00000120913	PDLIM2
ENSG00000120948	TARDBP
ENSG00000121022	COPS5
ENSG00000121053	EPX
ENSG00000121057	AKAP1
ENSG00000121060	TRIM25
ENSG00000121068	TBX2
ENSG00000121236	TRIM6
ENSG00000121552	CSTA
ENSG00000121594	CD80
ENSG00000121653	MAPK8IP1
ENSG00000121766	ZCCHC17
ENSG00000121774	KHDRBS1
ENSG00000121807	CCR2
ENSG00000121848	RNF115
ENSG00000121864	ZNF639
ENSG00000121966	CXCR4
ENSG00000122068	FYTTD1
ENSG00000122194	PLG
ENSG00000122218	COPA
ENSG00000122512	PMS2
ENSG00000122566	HNRNPA2B1
ENSG00000122692	SMU1
ENSG00000122779	TRIM24
ENSG00000122786	CALD1
ENSG00000122852	SFTPA1
ENSG00000122877	EGR2
ENSG00000123064	DDX54
ENSG00000123124	WWP1
ENSG00000123136	DDX39A
ENSG00000123143	PKN1
ENSG00000123159	GIPC1
ENSG00000123240	OPTN
ENSG00000123268	ATF1
ENSG00000123297	TSFM
ENSG00000123349	PFDN5
ENSG00000123358	NR4A1
ENSG00000123374	CDK2
ENSG00000123384	LRP1
ENSG00000123415	SMUG1
ENSG00000123444	KBTBD4
ENSG00000123560	PLP1
ENSG00000123609	NMI
ENSG00000123838	C4BPA
ENSG00000124102	PI3
ENSG00000124107	SLPI
ENSG00000124145	SDC4
ENSG00000124151	NCOA3
ENSG00000124164	VAPB
ENSG00000124177	CHD6
ENSG00000124181	PLCG1
ENSG00000124193	SRSF6
ENSG00000124214	STAU1
ENSG00000124256	ZBP1
ENSG00000124571	XPO5
ENSG00000124614	RPS10
ENSG00000124664	SPDEF
ENSG00000124762	CDKN1A
ENSG00000124789	NUP153
ENSG00000124795	DEK
ENSG00000124831	LRRFIP1
ENSG00000124882	EREG
ENSG00000124942	AHNAK
ENSG00000125148	MT2A
ENSG00000125266	EFNB2
ENSG00000125347	IRF1
ENSG00000125354	SEPT6
ENSG00000125458	NT5C
ENSG00000125538	IL1B
ENSG00000125651	GTF2F1
ENSG00000125730	C3
ENSG00000125740	FOSB
ENSG00000125780	TGM3
ENSG00000125798	FOXA2
ENSG00000125810	CD93
ENSG00000125817	CENPB
ENSG00000125875	TBC1D20
ENSG00000125931	CITED1
ENSG00000125952	MAX
ENSG00000125968	ID1
ENSG00000126067	PSMB2
ENSG00000126214	KLC1
ENSG00000126218	F10
ENSG00000126351	THRA
ENSG00000126353	CCR7
ENSG00000126456	IRF3
ENSG00000126457	PRMT1
ENSG00000126561	STAT5A
ENSG00000126581	BECN1
ENSG00000126756	UXT
ENSG00000126759	CFP
ENSG00000126767	ELK1
ENSG00000126773	PCNXL4
ENSG00000126787	DLGAP5
ENSG00000126883	NUP214
ENSG00000126945	HNRNPH2
ENSG00000127022	CANX
ENSG00000127124	HIVEP3
ENSG00000127152	BCL11B
ENSG00000127191	TRAF2
ENSG00000127445	PIN1
ENSG00000127481	UBR4
ENSG00000127511	SIN3B
ENSG00000127616	SMARCA4
ENSG00000127666	TICAM1
ENSG00000127884	ECHS1
ENSG00000127914	AKAP9
ENSG00000128016	ZFP36
ENSG00000128052	KDR
ENSG00000128272	ATF4
ENSG00000128276	RFPL3
ENSG00000128294	TPST2
ENSG00000128383	APOBEC3A
ENSG00000128394	APOBEC3F
ENSG00000128604	IRF5
ENSG00000128731	HERC2
ENSG00000128829	EIF2AK4
ENSG00000128951	DUT
ENSG00000129315	CCNT1
ENSG00000129351	ILF3
ENSG00000129465	RIPK3
ENSG00000129514	FOXA1
ENSG00000129675	ARHGEF6
ENSG00000130159	ECSIT
ENSG00000130164	LDLR
ENSG00000130202	PVRL2
ENSG00000130204	TOMM40
ENSG00000130208	APOC1
ENSG00000130234	ACE2
ENSG00000130294	KIF1A
ENSG00000130303	BST2
ENSG00000130340	SNX9
ENSG00000130402	ACTN4
ENSG00000130522	JUND
ENSG00000130598	TNNI2
ENSG00000130695	CEP85
ENSG00000130699	TAF4
ENSG00000130726	TRIM28
ENSG00000130816	DNMT1
ENSG00000130818	ZNF426
ENSG00000130957	FBP2
ENSG00000131015	ULBP2
ENSG00000131019	ULBP3
ENSG00000131023	LATS1
ENSG00000131095	GFAP
ENSG00000131100	ATP6V1E1
ENSG00000131142	CCL25
ENSG00000131196	NFATC1
ENSG00000131242	RAB11FIP4
ENSG00000131323	TRAF3
ENSG00000131435	PDLIM4
ENSG00000131437	KIF3A
ENSG00000131467	PSME3
ENSG00000131558	EXOC4
ENSG00000131711	MAP1B
ENSG00000131759	RARA
ENSG00000131981	LGALS3
ENSG00000132002	DNAJB1
ENSG00000132005	RFX1
ENSG00000132155	RAF1
ENSG00000132170	PPARG
ENSG00000132256	TRIM5
ENSG00000132274	TRIM22
ENSG00000132341	RAN
ENSG00000132383	RPA1
ENSG00000132386	SERPINF1
ENSG00000132466	ANKRD17
ENSG00000132470	ITGB4
ENSG00000132507	EIF5A
ENSG00000132510	KDM6B
ENSG00000132522	GPS2
ENSG00000132535	DLG4
ENSG00000132604	TERF2
ENSG00000132646	PCNA
ENSG00000132661	NXT1
ENSG00000132703	APCS
ENSG00000132744	ACY3
ENSG00000132842	AP3B1
ENSG00000132849	INADL
ENSG00000132906	CASP9
ENSG00000132963	POMP
ENSG00000132964	CDK8
ENSG00000133101	CCNA1
ENSG00000133124	IRS4
ENSG00000133216	EPHB2
ENSG00000133265	HSPBP1
ENSG00000133318	RTN3
ENSG00000133606	MKRN1
ENSG00000133661	SFTPD
ENSG00000133740	E2F5
ENSG00000133794	ARNTL
ENSG00000134046	MBD2
ENSG00000134057	CCNB1
ENSG00000134058	CDK7
ENSG00000134070	IRAK2
ENSG00000134109	EDEM1
ENSG00000134138	MEIS2
ENSG00000134248	LAMTOR5
ENSG00000134308	YWHAQ
ENSG00000134323	MYCN
ENSG00000134352	IL6ST
ENSG00000134480	CCNH
ENSG00000134516	DOCK2
ENSG00000134574	DDB2
ENSG00000134817	APLNR
ENSG00000134852	CLOCK
ENSG00000134853	PDGFRA
ENSG00000134954	ETS1
ENSG00000134970	TMED7
ENSG00000134982	APC
ENSG00000135018	UBQLN1
ENSG00000135046	ANXA1
ENSG00000135077	HAVCR2
ENSG00000135090	TAOK3
ENSG00000135100	HNF1A
ENSG00000135111	TBX3
ENSG00000135116	HRK
ENSG00000135218	CD36
ENSG00000135250	SRPK2
ENSG00000135272	MDFIC
ENSG00000135316	SYNCRIP
ENSG00000135333	EPHA7
ENSG00000135387	CAPRIN1
ENSG00000135392	DNAJC14
ENSG00000135404	CD63
ENSG00000135446	CDK4
ENSG00000135457	TFCP2
ENSG00000135480	KRT7
ENSG00000135486	HNRNPA1
ENSG00000135519	KCNH3
ENSG00000135655	USP15
ENSG00000135679	MDM2
ENSG00000135723	FHOD1
ENSG00000135766	EGLN1
ENSG00000135821	GLUL
ENSG00000135828	RNASEL
ENSG00000135829	DHX9
ENSG00000135899	SP110
ENSG00000135913	USP37
ENSG00000136021	SCYL2
ENSG00000136040	PLXNC1
