ENSG00000000419	DPM1
ENSG00000036257	CUL3
ENSG00000037241	RPL26L1
ENSG00000037474	NSUN2
ENSG00000038274	MAT2B
ENSG00000038358	EDC4
ENSG00000038382	TRIO
ENSG00000038532	CLEC16A
ENSG00000038945	MSR1
ENSG00000039068	CDH1
ENSG00000039123	SKIV2L2
ENSG00000039650	PNKP
ENSG00000040341	STAU2
ENSG00000040608	RTN4R
ENSG00000041357	PSMA4
ENSG00000041982	TNC
ENSG00000042088	TDP1
ENSG00000042286	AIFM2
ENSG00000042317	SPATA7
ENSG00000042429	MED17
ENSG00000042445	RETSAT
ENSG00000042753	AP2S1
ENSG00000043462	LCP2
ENSG00000044090	CUL7
ENSG00000044115	CTNNA1
ENSG00000044446	PHKA2
ENSG00000044574	HSPA5
ENSG00000046604	DSG2
ENSG00000046653	GPM6B
ENSG00000047249	ATP6V1H
ENSG00000047315	POLR2B
ENSG00000047849	MAP4
ENSG00000047932	GOPC
ENSG00000048052	HDAC9
ENSG00000048162	NOP16
ENSG00000048649	RSF1
ENSG00000048828	FAM120A
ENSG00000049245	VAMP3
ENSG00000049449	RCN1
ENSG00000049541	RFC2
ENSG00000049759	NEDD4L
ENSG00000050405	LIMA1
ENSG00000051180	RAD51
ENSG00000051382	PIK3CB
ENSG00000051596	THOC3
ENSG00000052126	PLEKHA5
ENSG00000052723	SIKE1
ENSG00000052749	RRP12
ENSG00000052841	TTC17
ENSG00000053372	MRTO4
ENSG00000053747	LAMA3
ENSG00000054116	TRAPPC3
ENSG00000054118	THRAP3
ENSG00000054219	LY75
ENSG00000054282	SDCCAG8
ENSG00000054523	KIF1B
ENSG00000054598	FOXC1
ENSG00000054793	ATP9A
ENSG00000055044	NOP58
ENSG00000055130	CUL1
ENSG00000055147	FAM114A2
ENSG00000055163	CYFIP2
ENSG00000055208	TAB2
ENSG00000055332	EIF2AK2
ENSG00000055917	PUM2
ENSG00000056097	ZFR
ENSG00000056558	TRAF1
ENSG00000057252	SOAT1
ENSG00000057593	F7
ENSG00000057608	GDI2
ENSG00000057663	ATG5
ENSG00000057935	MTA3
ENSG00000058262	SEC61A1
ENSG00000058272	PPP1R12A
ENSG00000058668	ATP2B4
ENSG00000059377	TBXAS1
ENSG00000059378	PARP12
ENSG00000059573	ALDH18A1
ENSG00000059588	TARBP1
ENSG00000060069	CTDP1
ENSG00000060138	YBX3
ENSG00000060237	WNK1
ENSG00000060688	SNRNP40
ENSG00000061273	HDAC7
ENSG00000061794	MRPS35
ENSG00000061987	MON2
ENSG00000062485	CS
ENSG00000062582	MRPS24
ENSG00000062650	WAPAL
ENSG00000062716	VMP1
ENSG00000062725	APPBP2
ENSG00000062822	POLD1
ENSG00000063046	EIF4B
ENSG00000063177	RPL18
ENSG00000063241	ISOC2
ENSG00000063244	U2AF2
ENSG00000063245	EPN1
ENSG00000063322	MED29
ENSG00000063660	GPC1
ENSG00000063978	RNF4
ENSG00000064012	CASP8
ENSG00000064300	NGFR
ENSG00000064313	TAF2
ENSG00000064393	HIPK2
ENSG00000064419	TNPO3
ENSG00000064545	TMEM161A
ENSG00000064601	CTSA
ENSG00000064607	SUGP2
ENSG00000064666	CNN2
ENSG00000064703	DDX20
ENSG00000064886	CHI3L2
ENSG00000064933	PMS1
ENSG00000064995	TAF11
ENSG00000065000	AP3D1
ENSG00000065054	SLC9A3R2
ENSG00000065135	GNAI3
ENSG00000065150	IPO5
ENSG00000065154	OAT
ENSG00000065183	WDR3
ENSG00000065243	PKN2
ENSG00000065268	WDR18
ENSG00000065413	ANKRD44
ENSG00000065427	KARS
ENSG00000065485	PDIA5
ENSG00000065526	SPEN
ENSG00000065534	MYLK
ENSG00000065548	ZC3H15
ENSG00000065559	MAP2K4
ENSG00000065615	CYB5R4
ENSG00000065675	PRKCQ
ENSG00000065717	TLE2
ENSG00000065883	CDK13
ENSG00000065911	MTHFD2
ENSG00000065978	YBX1
ENSG00000066027	PPP2R5A
ENSG00000066044	ELAVL1
ENSG00000066084	DIP2B
ENSG00000066117	SMARCD1
ENSG00000066279	ASPM
ENSG00000066557	LRRC40
ENSG00000066654	THUMPD1
ENSG00000066777	ARFGEF1
ENSG00000066926	FECH
ENSG00000066933	MYO9A
ENSG00000067048	DDX3Y
ENSG00000067057	PFKP
ENSG00000067066	SP100
ENSG00000067167	TRAM1
ENSG00000067177	PHKA1
ENSG00000067182	TNFRSF1A
ENSG00000067225	PKM
ENSG00000067248	DHX29
ENSG00000067334	DNTTIP2
ENSG00000067369	TP53BP1
ENSG00000067560	RHOA
ENSG00000067596	DHX8
ENSG00000067829	IDH3G
ENSG00000067900	ROCK1
ENSG00000067955	CBFB
ENSG00000068001	HYAL2
ENSG00000068024	HDAC4
ENSG00000068079	IFI35
ENSG00000068366	ACSL4
ENSG00000068438	FTSJ1
ENSG00000068654	POLR1A
ENSG00000068697	LAPTM4A
ENSG00000068784	SRBD1
ENSG00000068878	PSME4
ENSG00000068912	ERLEC1
ENSG00000069011	PITX1
ENSG00000069020	MAST4
ENSG00000069248	NUP133
ENSG00000069275	NUCKS1
ENSG00000069329	VPS35
ENSG00000069345	DNAJA2
ENSG00000069702	TGFBR3
ENSG00000069849	ATP1B3
ENSG00000069869	NEDD4
ENSG00000069956	MAPK6
ENSG00000069966	GNB5
ENSG00000069974	RAB27A
ENSG00000070010	UFD1L
ENSG00000070087	PFN2
ENSG00000070159	PTPN3
ENSG00000070182	SPTB
ENSG00000070366	SMG6
ENSG00000070367	EXOC5
ENSG00000070423	RNF126
ENSG00000070756	PABPC1
ENSG00000070761	C16orf80
ENSG00000070770	CSNK2A2
ENSG00000070778	PTPN21
ENSG00000070785	EIF2B3
ENSG00000070814	TCOF1
ENSG00000070831	CDC42
ENSG00000070882	OSBPL3
ENSG00000070950	RAD18
ENSG00000070961	ATP2B1
ENSG00000071054	MAP4K4
ENSG00000071082	RPL31
ENSG00000071242	RPS6KA2
ENSG00000071462	WBSCR22
ENSG00000071537	SEL1L
ENSG00000071539	TRIP13
ENSG00000071553	ATP6AP1
ENSG00000071626	DAZAP1
ENSG00000071655	MBD3
ENSG00000071794	HLTF
ENSG00000071889	FAM3A
ENSG00000071894	CPSF1
ENSG00000071967	CYBRD1
ENSG00000072042	RDH11
ENSG00000072062	PRKACA
ENSG00000072110	ACTN1
ENSG00000072134	EPN2
ENSG00000072201	LNX1
ENSG00000072210	ALDH3A2
ENSG00000072274	TFRC
ENSG00000072364	AFF4
ENSG00000072401	UBE2D1
ENSG00000072415	MPP5
ENSG00000072501	SMC1A
ENSG00000072506	HSD17B10
ENSG00000072518	MARK2
ENSG00000072657	TRHDE
ENSG00000072682	P4HA2
ENSG00000072736	NFATC3
ENSG00000072803	FBXW11
ENSG00000072849	DERL2
ENSG00000072864	NDE1
ENSG00000072958	AP1M1
ENSG00000073008	PVR
ENSG00000073009	IKBKG
ENSG00000073050	XRCC1
ENSG00000073060	SCARB1
ENSG00000073111	MCM2
ENSG00000073282	TP63
ENSG00000073578	SDHA
ENSG00000073584	SMARCE1
ENSG00000073711	PPP2R3A
ENSG00000073756	PTGS2
ENSG00000073792	IGF2BP2
ENSG00000074047	GLI2
ENSG00000074071	MRPS34
ENSG00000074181	NOTCH3
ENSG00000074201	CLNS1A
ENSG00000074266	EED
ENSG00000074319	TSG101
ENSG00000074356	C17orf85
ENSG00000074370	ATP2A3
ENSG00000074660	SCARF1
ENSG00000074695	LMAN1
ENSG00000074696	PTPLAD1
ENSG00000074755	ZZEF1
ENSG00000074800	ENO1
ENSG00000074964	ARHGEF10L
ENSG00000075131	TIPIN
ENSG00000075142	SRI
ENSG00000075151	EIF4G3
ENSG00000075234	TTC38
ENSG00000075239	ACAT1
ENSG00000075292	ZNF638
ENSG00000075391	RASAL2
ENSG00000075413	MARK3
ENSG00000075415	SLC25A3
ENSG00000075420	FNDC3B
ENSG00000075426	FOSL2
ENSG00000075539	FRYL
ENSG00000075624	ACTB
ENSG00000075711	DLG1
ENSG00000075785	RAB7A
ENSG00000075856	SART3
ENSG00000075886	TUBA3D
ENSG00000075914	EXOSC7
ENSG00000075975	MKRN2
ENSG00000076003	MCM6
ENSG00000076053	RBM7
ENSG00000076067	RBMS2
ENSG00000076201	PTPN23
ENSG00000076242	MLH1
ENSG00000076248	UNG
ENSG00000076382	SPAG5
ENSG00000076513	ANKRD13A
ENSG00000076554	TPD52
ENSG00000076662	ICAM3
ENSG00000076685	NT5C2
ENSG00000076716	GPC4
ENSG00000076984	MAP2K7
ENSG00000077092	RARB
ENSG00000077097	TOP2B
ENSG00000077147	TM9SF3
ENSG00000077150	NFKB2
ENSG00000077232	DNAJC10
ENSG00000077235	GTF3C1
ENSG00000077264	PAK3
ENSG00000077312	SNRPA
ENSG00000077348	EXOSC5
ENSG00000077380	DYNC1I2
ENSG00000077458	FAM76B
ENSG00000077549	CAPZB
ENSG00000077721	UBE2A
ENSG00000077782	FGFR1
ENSG00000077942	FBLN1
ENSG00000078018	MAP2
ENSG00000078043	PIAS2
ENSG00000078061	ARAF
ENSG00000078070	MCCC1
ENSG00000078081	LAMP3
ENSG00000078098	FAP
ENSG00000078142	PIK3C3
ENSG00000078246	TULP3
ENSG00000078304	PPP2R5C
ENSG00000078369	GNB1
ENSG00000078618	NRD1
ENSG00000078668	VDAC3
ENSG00000078674	PCM1
ENSG00000078747	ITCH
ENSG00000078808	SDF4
ENSG00000078900	TP73
ENSG00000078902	TOLLIP
ENSG00000079134	THOC1
ENSG00000079150	FKBP7
ENSG00000079156	OSBPL6
ENSG00000079246	XRCC5
ENSG00000079385	CEACAM1
ENSG00000079387	SENP1
ENSG00000079435	LIPE
ENSG00000079616	KIF22
ENSG00000079785	DDX1
ENSG00000079819	EPB41L2
ENSG00000079841	RIMS1
ENSG00000079950	STX7
ENSG00000079999	KEAP1
ENSG00000080200	CRYBG3
ENSG00000080298	RFX3
ENSG00000080345	RIF1
ENSG00000080371	RAB21
ENSG00000080503	SMARCA2
ENSG00000080603	SRCAP
ENSG00000080608	KIAA0020
ENSG00000080824	HSP90AA1
ENSG00000080839	RBL1
ENSG00000081019	RSBN1
ENSG00000081026	MAGI3
ENSG00000081087	OSTM1
ENSG00000081177	EXD2
ENSG00000081237	PTPRC
ENSG00000081307	UBA5
ENSG00000082153	BZW1
ENSG00000082175	PGR
ENSG00000082258	CCNT2
ENSG00000082397	EPB41L3
ENSG00000082438	COBLL1
ENSG00000082512	TRAF5
ENSG00000082515	MRPL22
ENSG00000082516	GEMIN5
ENSG00000082701	GSK3B
ENSG00000082781	ITGB5
ENSG00000082805	ERC1
ENSG00000082898	XPO1
ENSG00000083312	TNPO1
ENSG00000083444	PLOD1
ENSG00000083454	P2RX5
ENSG00000083520	DIS3
ENSG00000083642	PDS5B
ENSG00000083799	CYLD
ENSG00000083845	RPS5
ENSG00000083857	FAT1
ENSG00000083937	CHMP2B
ENSG00000084072	PPIE
ENSG00000084073	ZMPSTE24
ENSG00000084092	NOA1
ENSG00000084093	REST
ENSG00000084207	GSTP1
ENSG00000084623	EIF3I
ENSG00000084652	TXLNA
ENSG00000084674	APOB
ENSG00000084676	NCOA1
ENSG00000084731	KIF3C
ENSG00000084733	RAB10
ENSG00000084754	HADHA
ENSG00000084764	MAPRE3
ENSG00000084774	CAD
ENSG00000085063	CD59
ENSG00000085117	CD82
ENSG00000085224	ATRX
ENSG00000085265	FCN1
ENSG00000085415	SEH1L
ENSG00000085491	SLC25A24
ENSG00000085514	PILRA
ENSG00000085719	CPNE3
ENSG00000085733	CTTN
ENSG00000085840	ORC1
ENSG00000085871	MGST2
ENSG00000085872	CHERP
ENSG00000086015	MAST2
ENSG00000086061	DNAJA1
ENSG00000086102	NFX1
ENSG00000086189	DIMT1
ENSG00000086200	IPO11
ENSG00000086548	CEACAM6
ENSG00000086589	RBM22
ENSG00000086598	TMED2
ENSG00000086696	HSD17B2
ENSG00000086758	HUWE1
ENSG00000086827	ZW10
ENSG00000087074	PPP1R15A
ENSG00000087086	FTL
ENSG00000087087	SRRT
ENSG00000087088	BAX
ENSG00000087111	PIGS
ENSG00000087191	PSMC5
ENSG00000087258	GNAO1
ENSG00000087269	NOP14
ENSG00000087302	C14orf166
ENSG00000087365	SF3B2
ENSG00000087460	GNAS
ENSG00000087470	DNM1L
ENSG00000087502	ERGIC2
ENSG00000087510	TFAP2C
ENSG00000088179	PTPN4
ENSG00000088205	DDX18
ENSG00000088247	KHSRP
ENSG00000088305	DNMT3B
ENSG00000088387	DOCK9
ENSG00000088538	DOCK3
ENSG00000088812	ATRN
ENSG00000088827	SIGLEC1
ENSG00000088832	FKBP1A
ENSG00000088888	MAVS
ENSG00000088930	XRN2
ENSG00000088986	DYNLL1
ENSG00000088992	TESC
ENSG00000089009	RPL6
ENSG00000089053	ANAPC5
ENSG00000089127	OAS1
ENSG00000089154	GCN1L1
ENSG00000089157	RPLP0
ENSG00000089159	PXN
ENSG00000089220	PEBP1
ENSG00000089234	BRAP
ENSG00000089248	ERP29
ENSG00000089280	FUS
ENSG00000089351	GRAMD1A
ENSG00000089597	GANAB
ENSG00000089693	MLF2
ENSG00000089737	DDX24
ENSG00000089902	RCOR1
ENSG00000090054	SPTLC1
ENSG00000090061	CCNK
ENSG00000090263	MRPS33
ENSG00000090273	NUDC
ENSG00000090316	MAEA
ENSG00000090339	ICAM1
ENSG00000090372	STRN4
ENSG00000090382	LYZ
ENSG00000090487	SPG21
ENSG00000090520	DNAJB11
ENSG00000090581	GNPTG
ENSG00000090615	GOLGA3
ENSG00000090621	PABPC4
ENSG00000090659	CD209
ENSG00000090776	EFNB1
ENSG00000090861	AARS
ENSG00000090863	GLG1
ENSG00000090889	KIF4A
ENSG00000090924	PLEKHG2
ENSG00000090971	NAT14
ENSG00000090989	EXOC1
ENSG00000091009	RBM27
ENSG00000091039	OSBPL8
ENSG00000091127	PUS7
ENSG00000091138	SLC26A3
ENSG00000091436	MLTK
ENSG00000091583	APOH
ENSG00000091592	NLRP1
ENSG00000091622	PITPNM3
ENSG00000091831	ESR1
ENSG00000092010	PSME1
ENSG00000092051	JPH4
ENSG00000092094	OSGEP
ENSG00000092096	SLC22A17
ENSG00000092098	RNF31
ENSG00000092108	SCFD1
ENSG00000092148	HECTD1
ENSG00000092199	HNRNPC
ENSG00000092201	SUPT16H
ENSG00000092208	GEMIN2
ENSG00000092439	TRPM7
ENSG00000092445	TYRO3
ENSG00000092531	SNAP23
ENSG00000092621	PHGDH
ENSG00000092820	EZR
ENSG00000092841	MYL6
ENSG00000092853	CLSPN
ENSG00000093010	COMT
ENSG00000093167	LRRFIP2
ENSG00000094631	HDAC6
ENSG00000094804	CDC6
ENSG00000094880	CDC23
ENSG00000094916	CBX5
ENSG00000095002	MSH2
ENSG00000095015	MAP3K1
ENSG00000095139	ARCN1
ENSG00000095209	TMEM38B
ENSG00000095303	PTGS1
ENSG00000095319	NUP188
ENSG00000095564	BTAF1
ENSG00000095794	CREM
ENSG00000095951	HIVEP1
ENSG00000096060	FKBP5
ENSG00000096063	SRPK1
ENSG00000096080	MRPS18A
ENSG00000096150	RPS18
ENSG00000096155	BAG6
ENSG00000096264	NCR2
ENSG00000096384	HSP90AB1
ENSG00000096401	CDC5L
ENSG00000096696	DSP
ENSG00000096717	SIRT1
ENSG00000096746	HNRNPH3
ENSG00000096968	JAK2
ENSG00000097007	ABL1
ENSG00000099139	PCSK5
ENSG00000099194	SCD
ENSG00000099203	TMED1
ENSG00000099219	ERMP1
ENSG00000099246	RAB18
ENSG00000099250	NRP1
ENSG00000099284	H2AFY2
ENSG00000099331	MYO9B
ENSG00000099341	PSMD8
ENSG00000099381	SETD1A
ENSG00000099617	EFNA2
ENSG00000099622	CIRBP
ENSG00000099624	ATP5D
ENSG00000099783	HNRNPM
ENSG00000099797	TECR
ENSG00000099800	TIMM13
ENSG00000099804	CDC34
ENSG00000099817	POLR2E
ENSG00000099821	POLRMT
ENSG00000099864	PALM
ENSG00000099901	RANBP1
ENSG00000099910	KLHL22
ENSG00000099917	MED15
ENSG00000099940	SNAP29
ENSG00000099942	CRKL
ENSG00000099949	LZTR1
ENSG00000099956	SMARCB1
ENSG00000099995	SF3A1
ENSG00000100023	PPIL2
ENSG00000100028	SNRPD3
ENSG00000100029	PES1
ENSG00000100030	MAPK1
ENSG00000100056	DGCR14
ENSG00000100065	CARD10
ENSG00000100075	SLC25A1
ENSG00000100084	HIRA
ENSG00000100097	LGALS1
ENSG00000100105	PATZ1
ENSG00000100129	EIF3L
ENSG00000100138	NHP2L1
ENSG00000100147	CCDC134
ENSG00000100151	PICK1
ENSG00000100196	KDELR3
ENSG00000100201	DDX17
ENSG00000100207	TCF20
ENSG00000100216	TOMM22
ENSG00000100220	RTCB
ENSG00000100226	GTPBP1
ENSG00000100239	PPP6R2
ENSG00000100242	SUN2
ENSG00000100243	CYB5R3
ENSG00000100258	LMF2
ENSG00000100280	AP1B1
ENSG00000100285	NEFH
ENSG00000100290	BIK
ENSG00000100294	MCAT
ENSG00000100296	THOC5
ENSG00000100297	MCM5
ENSG00000100298	APOBEC3H
ENSG00000100300	TSPO
ENSG00000100316	RPL3
ENSG00000100321	SYNGR1
ENSG00000100324	TAB1
ENSG00000100345	MYH9
ENSG00000100347	SAMM50
ENSG00000100353	EIF3D
ENSG00000100379	KCTD17
ENSG00000100380	ST13
ENSG00000100387	RBX1
ENSG00000100393	EP300
ENSG00000100401	RANGAP1
ENSG00000100410	PHF5A
ENSG00000100441	KHNYN
ENSG00000100448	CTSG
ENSG00000100450	GZMH
ENSG00000100453	GZMB
ENSG00000100462	PRMT5
ENSG00000100504	PYGL
ENSG00000100519	PSMC6
ENSG00000100532	CGRRF1
ENSG00000100554	ATP6V1D
ENSG00000100567	PSMA3
ENSG00000100591	AHSA1
ENSG00000100596	SPTLC2
ENSG00000100603	SNW1
ENSG00000100612	DHRS7
ENSG00000100614	PPM1A
ENSG00000100632	ERH
ENSG00000100644	HIF1A
ENSG00000100647	KIAA0247
ENSG00000100650	SRSF5
ENSG00000100652	SLC10A1
ENSG00000100664	EIF5
ENSG00000100697	DICER1
ENSG00000100714	MTHFD1
ENSG00000100726	TELO2
ENSG00000100764	PSMC1
ENSG00000100804	PSMB5
ENSG00000100811	YY1
ENSG00000100813	ACIN1
ENSG00000100823	APEX1
ENSG00000100836	PABPN1
ENSG00000100865	CINP
ENSG00000100883	SRP54
ENSG00000100888	CHD8
ENSG00000100897	DCAF11
ENSG00000100902	PSMA6
ENSG00000100906	NFKBIA
ENSG00000100911	PSME2
ENSG00000100926	TM9SF1
ENSG00000100941	PNN
ENSG00000100983	GSS
ENSG00000100997	ABHD12
ENSG00000101000	PROCR
ENSG00000101057	MYBL2
ENSG00000101084	C20orf24
ENSG00000101096	NFATC2
ENSG00000101126	ADNP
ENSG00000101146	RAE1
ENSG00000101161	PRPF6
ENSG00000101182	PSMA7
ENSG00000101193	GID8
ENSG00000101197	BIRC7
ENSG00000101199	ARFGAP1
ENSG00000101210	EEF1A2
ENSG00000101220	C20orf27
ENSG00000101266	CSNK2A1
ENSG00000101290	CDS2
ENSG00000101294	HM13
ENSG00000101306	MYLK2
ENSG00000101336	HCK
ENSG00000101337	TM9SF4
ENSG00000101343	CRNKL1
ENSG00000101347	SAMHD1
ENSG00000101361	NOP56
ENSG00000101365	IDH3B
ENSG00000101407	TTI1
ENSG00000101412	E2F1
ENSG00000101421	CHMP4B
ENSG00000101439	CST3
ENSG00000101444	AHCY
ENSG00000101464	PIGU
ENSG00000101473	ACOT8
ENSG00000101474	APMAP
ENSG00000101493	ZNF516
ENSG00000101558	VAPA
ENSG00000101596	SMCHD1
ENSG00000101608	MYL12A
ENSG00000101654	RNMT
ENSG00000101680	LAMA1
ENSG00000101695	RNF125
ENSG00000101773	RBBP8
ENSG00000101811	CSTF2
ENSG00000101856	PGRMC1
ENSG00000101868	POLA1
ENSG00000101911	PRPS2
ENSG00000101916	TLR8
ENSG00000101945	SUV39H1
ENSG00000101974	ATP11C
ENSG00000101981	F9
ENSG00000101986	ABCD1
ENSG00000102007	PLP2
ENSG00000102010	BMX
ENSG00000102024	PLS3
ENSG00000102030	NAA10
ENSG00000102038	SMARCA1
ENSG00000102054	RBBP7
ENSG00000102081	FMR1
ENSG00000102100	SLC35A2
ENSG00000102119	EMD
ENSG00000102125	TAZ
ENSG00000102144	PGK1
ENSG00000102145	GATA1
ENSG00000102158	MAGT1
ENSG00000102178	UBL4A
ENSG00000102218	RP2
ENSG00000102225	CDK16
ENSG00000102226	USP11
ENSG00000102241	HTATSF1
ENSG00000102271	KLHL4
ENSG00000102316	MAGED2
ENSG00000102317	RBM3
ENSG00000102393	GLA
ENSG00000102401	ARMCX3
ENSG00000102468	HTR2A
ENSG00000102572	STK24
ENSG00000102580	DNAJC3
ENSG00000102595	UGGT2
ENSG00000102606	ARHGEF7
ENSG00000102699	PARP4
ENSG00000102738	MRPS31
ENSG00000102753	KPNA3
ENSG00000102763	VWA8
ENSG00000102786	INTS6
ENSG00000102871	TRADD
ENSG00000102882	MAPK3
ENSG00000102893	PHKB
ENSG00000102900	NUP93
ENSG00000102908	NFAT5
ENSG00000102970	CCL17
ENSG00000102974	CTCF
ENSG00000102978	POLR2C
ENSG00000103018	CYB5B
ENSG00000103024	NME3
ENSG00000103035	PSMD7
ENSG00000103043	VAC14
ENSG00000103089	FA2H
ENSG00000103152	MPG
ENSG00000103160	HSDL1
ENSG00000103168	TAF1C
ENSG00000103194	USP10
ENSG00000103197	TSC2
ENSG00000103202	NME4
ENSG00000103222	ABCC1
ENSG00000103241	FOXF1
ENSG00000103249	CLCN7
ENSG00000103257	SLC7A5
ENSG00000103266	STUB1
ENSG00000103275	UBE2I
ENSG00000103326	CAPN15
ENSG00000103335	PIEZO1
ENSG00000103356	EARS2
ENSG00000103363	TCEB2
ENSG00000103415	HMOX2
ENSG00000103423	DNAJA3
ENSG00000103479	RBL2
ENSG00000103490	PYCARD
ENSG00000103496	STX4
ENSG00000103502	CDIPT
ENSG00000103507	BCKDK
ENSG00000103512	NOMO1
ENSG00000103550	KNOP1
ENSG00000103642	LACTB
ENSG00000103653	CSK
ENSG00000103769	RAB11A
ENSG00000103966	EHD4
ENSG00000103978	TMEM87A
ENSG00000104064	GABPB1
ENSG00000104067	TJP1
ENSG00000104142	VPS18
ENSG00000104177	MYEF2
ENSG00000104218	CSPP1
ENSG00000104299	INTS9
ENSG00000104312	RIPK2
ENSG00000104320	NBN
ENSG00000104321	TRPA1
ENSG00000104325	DECR1
ENSG00000104332	SFRP1
ENSG00000104356	POP1
ENSG00000104365	IKBKB
ENSG00000104368	PLAT
ENSG00000104381	GDAP1
ENSG00000104408	EIF3E
ENSG00000104412	EMC2
ENSG00000104419	NDRG1
ENSG00000104427	ZC2HC1A
ENSG00000104447	TRPS1
ENSG00000104517	UBR5
ENSG00000104529	EEF1D
ENSG00000104689	TNFRSF10A
ENSG00000104695	PPP2CB
ENSG00000104722	NEFM
ENSG00000104728	ARHGEF10
ENSG00000104738	MCM4
ENSG00000104756	KCTD9
ENSG00000104765	BNIP3L
ENSG00000104774	MAN2B1
ENSG00000104824	HNRNPL
ENSG00000104825	NFKBIB
ENSG00000104833	TUBB4A
ENSG00000104835	SARS2
ENSG00000104852	SNRNP70
ENSG00000104853	CLPTM1
ENSG00000104856	RELB
